dim_0,dim_1,epoch,character
-0.05455426,-0.60462064,11,D
-1.9012185,0.43955928,11,O
-0.8950651,-0.27339336,11,z
0.36465746,1.3752116,11,‘
0.86551535,-0.81414646,11,N
0.33388627,0.01668648,11,C
-0.2286643,0.07129454,11,L
1.0166111,1.3167753,11,_
-0.9885308,-0.035242658,11,R
0.4560735,-1.8741529,11,:
-1.8329422,0.54084784,11,E
1.4494485,0.14005953,11,V
0.8363068,1.7227031,11,(
0.8052197,-0.5230663,11,)
-0.39860085,0.05859696,11,Z
-1.0422652,-0.37046596,11,J
1.9957868,-0.12974864,11,U
1.044886,0.029182836,11,ï
-0.8600106,1.7144125,11,ü
-0.804767,-1.6899418,11,-
0.0,0.0,11,~
0.60699475,1.9024203,12, 
1.9359092,-0.07060554,12,e
1.2415271,-1.2038883,12,t
-1.9061661,0.48941883,12,o
-0.7057436,0.8353456,12,a
0.5939259,-0.055473458,12,n
-1.0066644,-1.0929866,12,h
-0.75531363,1.8011954,12,i
1.011464,-0.5474977,12,s
-0.9854924,-0.11709191,12,r
-0.09501779,-0.64635235,12,d
-0.40314636,-0.011341959,12,l
-0.9762425,1.2804132,12,u
-0.7360721,-0.61105865,12,m
0.45513412,-0.95035684,12,y
-0.4374509,-0.8899751,12,w
0.30023208,-0.130221,12,c
0.09632827,-0.20839362,12,f
0.85977226,-1.7807492,12,","
0.005235153,-0.453725,12,g
-0.19005989,-1.9505106,12,.
-0.77898365,-0.31130546,12,p
-1.82873,-0.6165515,12,b
-1.5381762,-0.91858596,12,v
-1.1319861,-0.65311456,12,k
1.6081156,1.0476184,12,I
0.82709086,0.24288172,12,’
0.3503396,1.4484763,12,“
0.49516827,-1.5312282,12,”
1.8998301,0.4445095,12,A
1.3323365,-1.4642935,12,T
-1.4787314,-1.343024,12,H
-0.070128195,-1.99877,12,?
-0.081592366,-1.9642878,12,!
1.076883,-0.69579345,12,x
1.0877128,-0.6987777,12,S
-0.67341053,-0.11550088,12,M
-0.34121636,-0.9945869,12,W
0.5603657,0.37118623,12,B
0.03655118,0.3269845,12,F
-1.3770536,-0.47693464,12,j
0.41313446,1.8200326,12,‐
-1.0189568,0.29541376,12,G
0.32503545,-1.0278372,12,Y
-0.94842273,-0.40121952,12,P
-1.9961942,-0.12331875,12,q
0.72036815,1.8657624,12,—
0.8467383,-1.6913956,12,;
-0.07928052,-0.14222452,12,K
-0.04068713,-0.6805847,12,D
-1.5881559,0.6127641,12,O
-0.919606,-0.22419758,12,z
0.44738808,1.471909,12,‘
0.82404894,-0.06452846,12,N
0.31366825,-0.012549176,12,C
-0.44717726,0.32410374,12,L
0.83838177,1.2060833,12,_
-1.0761697,0.049193267,12,R
0.30834645,-1.9629587,12,:
-1.8468666,0.34361258,12,E
1.1964481,0.054992475,12,V
0.76346517,1.716955,12,(
0.79842544,-0.82699066,12,)
-0.45553276,0.41873613,12,Z
-1.272125,-0.6616602,12,J
1.7143104,0.3037965,12,U
0.84683704,0.24379401,12,ï
-0.8956938,1.6860843,12,ü
-0.98909926,-1.5192991,12,-
0.0,0.0,12,~
0.6279906,1.8934208,13, 
1.9925267,-0.06419294,13,e
1.223107,-1.1666062,13,t
-1.895366,0.48657238,13,o
-0.6330186,0.7983615,13,a
0.6406862,-0.038600523,13,n
-1.0465851,-1.0983481,13,h
-0.78950626,1.8115177,13,i
1.0372603,-0.5962806,13,s
-0.9161029,-0.118164085,13,r
-0.072920844,-0.63857156,13,d
-0.37486902,-0.018331707,13,l
-0.9809403,1.3603044,13,u
-0.7105306,-0.5984315,13,m
0.53997034,-0.9829943,13,y
-0.4475789,-0.9060686,13,w
0.36000976,-0.14102806,13,c
0.098818034,-0.18347764,13,f
0.9126402,-1.7796313,13,","
-0.047883295,-0.4077097,13,g
-0.21376774,-1.9225438,13,.
-0.8115802,-0.3566008,13,p
-1.8276436,-0.65641624,13,b
-1.5902365,-0.9329387,13,v
-1.0905315,-0.6272428,13,k
1.5687548,1.0320042,13,I
0.8082588,0.22318894,13,’
0.5315089,1.5036176,13,“
0.64597,-1.4406059,13,”
1.9099399,0.5934047,13,A
1.4306635,-1.3580478,13,T
-1.4910849,-1.2884429,13,H
-0.23291261,-1.963316,13,?
-0.0874934,-1.9980854,13,!
1.1941026,-0.8412012,13,x
1.1310166,-0.63607943,13,S
-0.66747504,-0.014608344,13,M
-0.40995955,-1.0088768,13,W
0.5714164,0.3638363,13,B
0.15170844,0.64980525,13,F
-1.4362633,-0.2894239,13,j
0.19316849,1.8624091,13,‐
-0.9657831,0.21774645,13,G
0.2938694,-0.9326896,13,Y
-0.890682,-0.34096795,13,P
-1.9882774,-0.14314963,13,q
0.8244404,1.8056169,13,—
0.8996255,-1.7862457,13,;
-0.09891803,-0.11413431,13,K
0.10249661,-0.67769,13,D
-1.6355125,0.6403927,13,O
-1.0522972,-0.48975262,13,z
0.53998613,1.5699645,13,‘
0.7816491,-0.1698568,13,N
0.3130879,0.014882863,13,C
-0.32483497,-0.08969429,13,L
1.3529451,1.2215803,13,_
-1.1910762,-0.059068207,13,R
0.38991287,-1.8743954,13,:
-1.5921915,1.0600091,13,E
1.217936,0.17088053,13,V
0.5416155,1.8254268,13,(
0.8360527,-0.7549569,13,)
-0.2746821,-0.14991233,13,Z
-1.7305862,0.13655104,13,J
1.9107932,0.24266788,13,U
0.6461843,0.22652975,13,ï
-0.65176654,1.1825384,13,ü
-0.6347726,-1.8965927,13,-
0.0,0.0,13,~
0.6030965,1.8908997,14, 
1.9622695,-0.04920193,14,e
1.2447492,-1.2254536,14,t
-1.8815609,0.5049537,14,o
-0.66418666,0.8316509,14,a
0.6714718,-0.028027989,14,n
-1.0477335,-1.0803078,14,h
-0.8220692,1.8133355,14,i
1.0250534,-0.5371417,14,s
-0.9220584,-0.1224788,14,r
-0.06880138,-0.6313504,14,d
-0.42433077,-0.06166691,14,l
-0.9299684,1.2947637,14,u
-0.665098,-0.6230642,14,m
0.5487321,-0.92163366,14,y
-0.40954533,-0.91236633,14,w
0.32781512,-0.15847783,14,c
0.12484604,-0.26404104,14,f
0.7947535,-1.8344193,14,","
-0.017115956,-0.42373037,14,g
-0.2161145,-1.9797156,14,.
-0.76609254,-0.29164198,14,p
-1.8263394,-0.66718966,14,b
-1.4876431,-0.8436329,14,v
-1.0195156,-0.60251826,14,k
1.6089337,1.0493758,14,I
0.83750254,0.24097764,14,’
0.5036557,1.3647895,14,“
0.7657233,-1.3060983,14,”
1.9508661,0.440592,14,A
1.4714844,-1.2547123,14,T
-1.4508978,-1.2652613,14,H
-0.2072959,-1.9888375,14,?
-0.09896721,-1.9203147,14,!
1.3965005,-0.6922505,14,x
1.0388181,-0.6367004,14,S
-0.67420906,-0.06480491,14,M
-0.34903237,-0.9051277,14,W
0.6419538,0.29765296,14,B
-0.20050718,-0.2376545,14,F
-1.4853592,-0.33165634,14,j
0.48188838,1.9340898,14,‐
-1.0689474,0.21353173,14,G
0.39294878,-1.0437067,14,Y
-0.82653713,-0.40136063,14,P
-1.9683845,-0.20724279,14,q
0.52614266,1.9207193,14,—
0.7939132,-1.8089938,14,;
-0.18666308,-0.18727586,14,K
0.10286118,-0.6664353,14,D
-1.7711422,0.5087318,14,O
-1.0010461,-0.43763518,14,z
0.45664474,1.4777079,14,‘
0.9464055,0.024289886,14,N
0.29291436,0.06313408,14,C
-0.21851423,0.08702795,14,L
1.2595817,1.372757,14,_
-1.0112891,0.07446526,14,R
0.33482364,-1.8726084,14,:
-1.819602,0.78014356,14,E
1.3278162,0.26260242,14,V
0.7324948,1.8199161,14,(
1.020986,-0.72526306,14,)
-0.3704991,0.23475495,14,Z
-1.370445,-0.50432163,14,J
1.9265059,0.4448571,14,U
0.7349761,-0.0068340087,14,ï
-0.7466377,1.5709879,14,ü
-0.5502049,-1.8068833,14,-
0.0,0.0,14,~
0.5763304,1.9151611,15, 
1.938777,-0.04645533,15,e
1.3097094,-1.2208093,15,t
-1.8863435,0.52478045,15,o
-0.6377567,0.81872976,15,a
0.6750991,-0.029634042,15,n
-0.9701177,-1.106682,15,h
-0.75427294,1.8249141,15,i
1.053741,-0.5734769,15,s
-0.9622634,-0.08581738,15,r
-0.05270635,-0.6433447,15,d
-0.40041262,-0.051389925,15,l
-0.97332436,1.3519597,15,u
-0.7012938,-0.6167074,15,m
0.49475542,-0.9116111,15,y
-0.37072092,-0.86710435,15,w
0.3683142,-0.18629557,15,c
0.1715096,-0.2130999,15,f
0.88110536,-1.7495805,15,","
-0.024247445,-0.4103779,15,g
-0.13631645,-1.992913,15,.
-0.8124891,-0.35742387,15,p
-1.8561912,-0.63749325,15,b
-1.3989824,-0.92120284,15,v
-1.0295389,-0.6263957,15,k
1.6365029,1.0968349,15,I
0.87585324,0.21676087,15,’
0.49397078,1.4759239,15,“
0.63516104,-1.421124,15,”
1.8949114,0.44967175,15,A
1.2851738,-1.3752033,15,T
-1.1821537,-1.3500501,15,H
-0.15102497,-1.9942898,15,?
-0.04407183,-1.9970584,15,!
1.147757,-0.8642449,15,x
0.9986327,-0.63636804,15,S
-0.6308009,-0.03903273,15,M
-0.34281796,-1.0359935,15,W
0.47987345,0.52736676,15,B
-0.1656625,-0.2530259,15,F
-1.3009751,-0.31139955,15,j
0.25658476,1.9034134,15,‐
-1.0868257,0.28085548,15,G
0.39128244,-0.9588832,15,Y
-0.82606584,-0.52830184,15,P
-1.9906441,-0.193225,15,q
0.40176797,1.948138,15,—
0.76443136,-1.7946932,15,;
-0.15208022,-0.17249621,15,K
0.01317822,-0.6376326,15,D
-1.5655551,0.5654571,15,O
-1.0043398,-0.46852642,15,z
0.3632277,1.6752529,15,‘
0.56711495,-0.6279032,15,N
0.38119587,-0.03514868,15,C
-0.3374086,-0.07767863,15,L
1.757765,0.89075863,15,_
-1.1083673,0.032692168,15,R
0.4371687,-1.9026096,15,:
-1.939278,0.3948151,15,E
1.3942833,0.07006821,15,V
0.8716318,1.5240456,15,(
1.137592,-0.5886766,15,)
-1.1688888,0.65900075,15,Z
-1.0632353,-0.28988016,15,J
1.5165335,0.10454048,15,U
1.5897874,-0.30827639,15,ï
0.45159695,0.41886455,15,ü
-0.80059254,-1.7389723,15,-
0.0,0.0,15,~
0.6469639,1.8723899,16, 
1.9724824,-0.011078825,16,e
1.2552058,-1.1924664,16,t
-1.9187963,0.49353635,16,o
-0.66045487,0.82888424,16,a
0.6740865,-0.0107900165,16,n
-1.0063903,-1.0876024,16,h
-0.79092336,1.8141916,16,i
1.0468467,-0.5372959,16,s
-0.9838658,-0.11671226,16,r
-0.045988034,-0.65502536,16,d
-0.3892708,-0.050771546,16,l
-1.0630977,1.3412476,16,u
-0.65851456,-0.6171769,16,m
0.58937705,-0.9473013,16,y
-0.37319213,-0.9273186,16,w
0.33420217,-0.14470978,16,c
0.117142074,-0.21394254,16,f
0.82639,-1.803531,16,","
-0.027705628,-0.40214458,16,g
-0.15790384,-1.9937568,16,.
-0.7563023,-0.27445585,16,p
-1.8683231,-0.67550033,16,b
-1.5006796,-0.86762196,16,v
-1.0561888,-0.5751514,16,k
1.6766185,1.0419286,16,I
0.938134,0.10420275,16,’
0.4088919,1.4634261,16,“
0.54526734,-1.4569249,16,”
1.9074266,0.52806807,16,A
1.494981,-1.2236071,16,T
-1.3765596,-1.3186922,16,H
-0.1594548,-1.9936334,16,?
-0.055415127,-1.9992323,16,!
1.3583447,-0.92199093,16,x
1.0708507,-0.777749,16,S
-0.6791432,-0.052189667,16,M
-0.22968158,-1.0362588,16,W
0.52567136,0.347516,16,B
-0.07784144,-0.22596177,16,F
-1.4960167,-0.33726934,16,j
0.3734065,1.8404015,16,‐
-0.91494715,0.067250736,16,G
0.3541125,-0.94697225,16,Y
-0.8695978,-0.4294526,16,P
-1.9961054,-0.1247496,16,q
0.53733975,1.8684652,16,—
0.7390195,-1.8584536,16,;
-0.09865442,-0.21646428,16,K
-0.03605592,-0.6576342,16,D
-1.6421164,0.6531914,16,O
-0.98567325,-0.3115894,16,z
0.5054726,1.574118,16,‘
-0.4201991,-0.34676072,16,N
0.43347585,0.0018483081,16,C
-0.28545833,0.22496083,16,L
1.1127753,1.5434239,16,_
-0.94433665,0.065613,16,R
0.46673605,-1.8649138,16,:
-1.8889843,0.59376204,16,E
1.3531889,0.23212105,16,V
0.68598545,1.8704306,16,(
0.50370276,-0.9703164,16,)
-0.3496906,-0.008412795,16,Z
-1.3117772,-0.2702503,16,J
1.9830136,0.26010805,16,U
1.8627682,0.05366542,16,ï
1.6227133,0.0039090146,16,ü
-0.8321177,-1.6504256,16,-
0.0,0.0,16,~
0.5743253,1.8767098,17, 
1.9571081,-0.04442057,17,e
1.2359747,-1.2409438,17,t
-1.9159598,0.49731997,17,o
-0.6809102,0.82862735,17,a
0.66171616,-0.024403581,17,n
-0.95501333,-1.0708746,17,h
-0.8365295,1.8083081,17,i
1.0652666,-0.55043167,17,s
-0.91989106,-0.16116951,17,r
-0.056244757,-0.6296326,17,d
-0.41523698,-0.046614055,17,l
-0.9999002,1.3946949,17,u
-0.6754121,-0.6155424,17,m
0.53489953,-0.95208627,17,y
-0.3168587,-0.9280937,17,w
0.3797815,-0.19304508,17,c
0.14413597,-0.25134063,17,f
0.9240671,-1.7416397,17,","
-0.010912755,-0.4496716,17,g
-0.08112071,-1.9983542,17,.
-0.7423449,-0.3165493,17,p
-1.8149457,-0.6543158,17,b
-1.51127,-0.8526685,17,v
-1.0056815,-0.56387925,17,k
1.6292533,1.1482012,17,I
0.95822996,0.26181754,17,’
0.46602163,1.4509723,17,“
0.6088053,-1.4321134,17,”
1.9368546,0.4985922,17,A
1.3844248,-1.3271406,17,T
-1.2122803,-1.4148723,17,H
-0.026501168,-1.9970144,17,?
-0.11845774,-1.9661701,17,!
1.1997862,-0.75455725,17,x
0.9623534,-0.61447805,17,S
-0.67501837,-0.08589669,17,M
-0.32933354,-1.0808754,17,W
0.6294384,0.36638424,17,B
0.04057283,-0.095888644,17,F
-1.2353303,-0.4543049,17,j
0.29261068,1.8892837,17,‐
-1.052006,0.27520853,17,G
0.3893332,-1.0416476,17,Y
-0.9050821,-0.4441577,17,P
-1.9936317,-0.15947522,17,q
0.5507463,1.7108513,17,—
0.97308844,-1.67642,17,;
-0.106893316,-0.15850739,17,K
0.07583626,-0.6783487,17,D
-1.7671267,0.56120646,17,O
-1.0457277,-0.5282843,17,z
0.2526837,1.6955689,17,‘
-1.0395561,0.20189847,17,N
0.34007338,0.0040801107,17,C
-0.2560461,-0.021472324,17,L
0.9227992,0.9496345,17,_
-1.2004422,0.11828522,17,R
0.3856138,-1.9262284,17,:
-1.9703938,0.34285143,17,E
1.3692743,0.28273836,17,V
0.75909644,1.8465192,17,(
0.41076216,-0.83214486,17,)
-0.75958836,-0.35244858,17,Z
-1.3903472,-0.08889388,17,J
1.3501841,0.76219696,17,U
1.8546216,0.14880508,17,ï
1.4446372,-0.0212943,17,ü
-0.7056517,-1.6294253,17,-
0.0,0.0,17,~
0.58906406,1.8996388,18, 
1.9578823,-0.050809577,18,e
1.2841059,-1.1824207,18,t
-1.8683897,0.48501548,18,o
-0.64760107,0.81674325,18,a
0.6502211,0.014657069,18,n
-0.87364495,-1.0765243,18,h
-0.8142331,1.8128521,18,i
1.0999401,-0.55210656,18,s
-0.9487718,-0.14665191,18,r
0.047521804,-0.6545587,18,d
-0.40807736,-0.10257508,18,l
-1.0465884,1.2879848,18,u
-0.6466376,-0.60182667,18,m
0.56604177,-0.94052076,18,y
-0.36435696,-0.8801492,18,w
0.33179837,-0.1827812,18,c
0.19344272,-0.20613512,18,f
0.875173,-1.7638519,18,","
-0.035081886,-0.41957405,18,g
-0.14715308,-1.9544947,18,.
-0.8207763,-0.36933163,18,p
-1.8854002,-0.6448158,18,b
-1.448458,-0.9338269,18,v
-1.0166996,-0.58627766,18,k
1.5725576,1.0646962,18,I
0.9392616,0.21196936,18,’
0.43617532,1.4634689,18,“
0.5887166,-1.3990299,18,”
1.9174881,0.5677189,18,A
1.450032,-1.2786841,18,T
-1.2284513,-1.3214568,18,H
-0.0799212,-1.9835823,18,?
-0.022069367,-1.9782054,18,!
1.2034622,-1.0161781,18,x
1.1112127,-0.6252923,18,S
-0.7153683,-0.012484435,18,M
-0.31389225,-0.98260534,18,W
0.5486972,0.41629338,18,B
0.024423052,-0.018991122,18,F
-1.4057821,-0.3204398,18,j
0.49236217,1.9384477,18,‐
-1.0880945,0.26249653,18,G
0.2919786,-0.93196976,18,Y
-0.883878,-0.41884956,18,P
-1.9580181,-0.17774336,18,q
0.7813474,1.8410583,18,—
1.0156739,-1.7229062,18,;
-0.16573861,-0.22490583,18,K
0.14350049,-0.65796024,18,D
-1.5893778,0.5681623,18,O
-0.981731,-0.5976107,18,z
0.3471201,1.4726403,18,‘
-1.000282,0.1367354,18,N
0.51268697,0.18990935,18,C
-0.3515022,0.2362991,18,L
1.1945484,1.4110209,18,_
-1.10907,0.1546488,18,R
0.4485922,-1.8911021,18,:
-1.878959,0.5304148,18,E
1.398853,0.25299692,18,V
0.48545912,1.6043048,18,(
0.5869988,-1.118154,18,)
-0.39801258,0.07576748,18,Z
-1.1278589,-0.43157133,18,J
1.8286405,-0.29549837,18,U
1.8773996,-0.1532206,18,ï
1.4737804,-0.0068097604,18,ü
-0.116019465,-1.9867008,18,-
0.0,0.0,18,~
0.6106577,1.9044937,19, 
1.9994159,-0.024837572,19,e
1.335529,-1.166161,19,t
-1.9169827,0.5007346,19,o
-0.6594181,0.82364076,19,a
0.63879573,-0.0072337934,19,n
-0.9213972,-1.0895786,19,h
-0.7816779,1.7480742,19,i
1.1075051,-0.5775589,19,s
-0.930578,-0.17540455,19,r
-0.03474125,-0.6379821,19,d
-0.31188923,-0.022864386,19,l
-1.0948935,1.3413622,19,u
-0.68126553,-0.6000694,19,m
0.53406036,-0.92285705,19,y
-0.28353453,-0.9937908,19,w
0.31159896,-0.15286382,19,c
0.2141309,-0.14573485,19,f
0.863356,-1.7868052,19,","
0.009475149,-0.39812833,19,g
-0.11459246,-1.9967142,19,.
-0.7495654,-0.3305344,19,p
-1.8491633,-0.652097,19,b
-1.4783419,-0.88200635,19,v
-1.0043651,-0.64556783,19,k
1.5658501,1.0848181,19,I
0.8819432,0.27196237,19,’
0.48550165,1.5483433,19,“
0.57477283,-1.479905,19,”
1.9403527,0.4662666,19,A
1.3586212,-1.2549015,19,T
-1.4484397,-1.3425233,19,H
-0.17070913,-1.992701,19,?
0.033827737,-1.8338162,19,!
1.1756788,-0.61353326,19,x
0.92056835,-0.59461206,19,S
-0.76667196,0.0056161364,19,M
-0.15526992,-1.1108843,19,W
0.5473034,0.38190258,19,B
0.048310723,0.10261523,19,F
-1.4612987,-0.35435006,19,j
0.22224948,1.8391386,19,‐
-1.105222,0.29043615,19,G
0.33997288,-0.92661566,19,Y
-0.8984566,-0.45211926,19,P
-1.9873778,-0.19230114,19,q
0.5996806,1.8679013,19,—
0.911761,-1.6231042,19,;
-0.09266484,-0.21856254,19,K
0.06349162,-0.68357044,19,D
-1.5745709,0.6413916,19,O
-1.1498286,-0.4391812,19,z
0.3506637,1.8148156,19,‘
-1.1211039,0.10547101,19,N
0.34162253,0.054199357,19,C
-0.32681596,0.15693647,19,L
0.90600836,1.6803778,19,_
-1.0366976,-0.037488658,19,R
0.52148145,-1.7884537,19,:
-1.9372153,0.4971886,19,E
1.4672155,-0.3072881,19,V
0.5089246,1.7631347,19,(
0.6051506,-1.1076592,19,)
-0.43039018,0.092686765,19,Z
-1.3302124,-0.26566723,19,J
1.4866728,0.92901015,19,U
1.4492551,0.1610846,19,ï
1.6216476,-0.06747259,19,ü
-0.4436054,-1.432541,19,-
0.0,0.0,19,~
0.548451,1.9233307,20, 
1.9252592,-0.031514212,20,e
1.3097686,-1.1970745,20,t
-1.8764007,0.47872093,20,o
-0.7016529,0.8362909,20,a
0.6791686,-0.028412592,20,n
-1.0259145,-1.1105362,20,h
-0.81967586,1.7500727,20,i
1.0070628,-0.53520733,20,s
-0.9738231,-0.16215661,20,r
0.0006700526,-0.6283578,20,d
-0.33203793,-0.063927606,20,l
-0.9411854,1.3584042,20,u
-0.6996734,-0.65718937,20,m
0.48295382,-0.9101671,20,y
-0.33240953,-0.8967644,20,w
0.3799767,-0.1308967,20,c
0.1275795,-0.23941517,20,f
0.9428678,-1.744168,20,","
0.054093752,-0.43954673,20,g
-0.1387026,-1.9808509,20,.
-0.80641574,-0.34850717,20,p
-1.8299704,-0.71536416,20,b
-1.4080248,-0.89556116,20,v
-1.0665255,-0.6666329,20,k
1.5582417,1.045754,20,I
0.90280163,0.28965497,20,’
0.35532483,1.38507,20,“
0.68971443,-1.5048106,20,”
1.832474,0.4888873,20,A
1.382283,-1.224076,20,T
-1.3998853,-1.4218893,20,H
-0.14483738,-1.9924426,20,?
0.06099691,-1.6628531,20,!
1.2654098,-0.9082727,20,x
0.9448239,-0.5861529,20,S
-0.6046056,0.3004486,20,M
-0.27472198,-1.055558,20,W
0.51994777,0.38151518,20,B
0.17196873,0.3401552,20,F
-1.4613602,-0.3626351,20,j
0.19546397,1.717684,20,‐
-1.1455313,0.34090537,20,G
0.4216294,-1.0366597,20,Y
-0.35715115,0.34350333,20,P
-1.9867982,-0.22941859,20,q
0.6473347,1.8663698,20,—
0.9216819,-1.656226,20,;
-0.09351588,-0.19006558,20,K
0.06683587,-0.6641026,20,D
-1.7078975,0.49337265,20,O
-1.1529161,-0.32981902,20,z
0.33886147,1.4411756,20,‘
-1.1627084,-0.01742782,20,N
0.33008566,-0.058997266,20,C
-0.20761687,0.055115588,20,L
1.2630715,1.4402055,20,_
-1.0441113,-0.10632178,20,R
0.38948134,-1.9168835,20,:
-1.9030173,0.3726696,20,E
1.5548983,0.08587154,20,V
0.41308984,1.6405095,20,(
0.60039383,-1.0699588,20,)
-0.85097003,1.1400479,20,Z
-1.3295785,-0.4461623,20,J
1.5663257,0.45470124,20,U
1.9724735,-0.20421228,20,ï
0.8637602,-0.018203652,20,ü
-0.24883321,-0.5211977,20,-
0.0,0.0,20,~
0.63008434,1.8818105,21, 
1.9673809,-0.0060106814,21,e
1.2873348,-1.1624647,21,t
-1.9252702,0.4532197,21,o
-0.67417955,0.82669467,21,a
0.69679797,0.003332216,21,n
-0.9116797,-1.1211821,21,h
-0.7665167,1.7587835,21,i
1.0614345,-0.52871174,21,s
-0.9390808,-0.15213577,21,r
0.006916587,-0.66980994,21,d
-0.41420934,-0.03660544,21,l
-1.036683,1.371834,21,u
-0.66403306,-0.6183044,21,m
0.5316332,-1.0018374,21,y
-0.34527442,-0.93908876,21,w
0.4125448,-0.0915195,21,c
0.13200495,-0.20320418,21,f
0.8297106,-1.7754936,21,","
-0.008799366,-0.3931199,21,g
-0.13056199,-1.9957339,21,.
-0.7767307,-0.32252118,21,p
-1.867575,-0.68140066,21,b
-1.3913208,-0.89973056,21,v
-1.026764,-0.62225294,21,k
1.5177658,1.1092192,21,I
0.92427564,0.3326861,21,’
0.46653235,1.456809,21,“
0.4376186,-1.2646109,21,”
1.8042673,0.46546316,21,A
1.6009117,-1.0607147,21,T
-1.2102029,-1.1866236,21,H
0.028915418,-1.9997908,21,?
-0.062862806,-1.9799594,21,!
1.3915642,-0.83023226,21,x
0.9619725,-0.6719752,21,S
-0.5558693,0.3628105,21,M
-0.34370127,-1.033745,21,W
0.46610507,0.5085811,21,B
-0.0021183258,-0.024068063,21,F
-1.3634473,-0.3958254,21,j
0.20360741,1.9746374,21,‐
-1.0508771,0.073109485,21,G
0.39797664,-1.0240556,21,Y
-0.8329347,-0.51603794,21,P
-1.9722313,-0.33212015,21,q
0.67754775,1.6719695,21,—
0.8737487,-1.799045,21,;
-0.14359896,-0.20969214,21,K
0.09763447,-0.66331935,21,D
-1.5718015,0.8767879,21,O
-1.0685943,-0.5392485,21,z
0.42328978,1.6105857,21,‘
-0.9826143,0.12666333,21,N
-0.36202523,-0.013692513,21,C
-0.24082258,0.06592733,21,L
1.4240873,1.1538148,21,_
-1.1824907,0.0068967533,21,R
0.6529451,-1.6428937,21,:
-1.9353545,0.48863828,21,E
1.5047445,0.52224267,21,V
0.7054175,1.6155995,21,(
0.8683435,-1.3085957,21,)
-0.56893396,0.23577212,21,Z
-1.2959988,-0.26843122,21,J
1.9676073,-0.23035382,21,U
1.5217326,0.14749889,21,ï
1.5953414,0.002042357,21,ü
0.11091023,-0.962674,21,-
0.0,0.0,21,~
0.5904756,1.9108475,22, 
1.9795296,0.0047293515,22,e
1.2995284,-1.1892086,22,t
-1.9152805,0.45984033,22,o
-0.69166076,0.8336187,22,a
0.7113954,-0.023097198,22,n
-0.91120595,-1.1319822,22,h
-0.83692735,1.8149781,22,i
1.0429904,-0.5583937,22,s
-0.94653445,-0.17072238,22,r
0.028200675,-0.6638459,22,d
-0.3742127,-0.052019924,22,l
-1.0990779,1.3662534,22,u
-0.6977234,-0.62022924,22,m
0.52256155,-0.98579437,22,y
-0.33921155,-0.9225449,22,w
0.3575461,-0.15663551,22,c
0.17450552,-0.23882066,22,f
0.9091726,-1.7388248,22,","
0.0028031198,-0.39349562,22,g
0.01250548,-1.9974772,22,.
-0.7709064,-0.32341397,22,p
-1.7866502,-0.67529345,22,b
-1.4976873,-0.8842784,22,v
-1.0141758,-0.6322574,22,k
1.5469292,1.1264008,22,I
0.9263587,0.3079244,22,’
0.37984705,1.542627,22,“
0.8546227,-1.4429164,22,”
1.7037656,0.5060866,22,A
1.5105721,-1.2276689,22,T
-1.1615199,-1.3348476,22,H
-0.15026899,-1.9808941,22,?
0.08968913,-1.9709201,22,!
1.7698313,-0.85664093,22,x
1.016,-0.74298364,22,S
-0.57600653,0.2751692,22,M
-0.3055345,-0.9857206,22,W
0.4816176,0.5483382,22,B
0.011507699,-0.053024396,22,F
-1.4521964,-0.3895809,22,j
0.08826617,1.6795768,22,‐
-1.140695,0.20847234,22,G
0.782751,-0.38132596,22,Y
-0.80568165,-0.4624152,22,P
-1.9668721,-0.24032071,22,q
0.5979668,1.9085165,22,—
0.94815516,-1.7234037,22,;
-0.10035695,-0.14354023,22,K
0.08473866,-0.6797774,22,D
-1.7421287,0.6165646,22,O
-0.9539923,-0.42192015,22,z
0.44972295,1.4354193,22,‘
-1.1898477,-0.14689663,22,N
-0.4420886,-0.13605033,22,C
-0.48595855,-0.04107164,22,L
1.6749141,0.9806233,22,_
-1.4965439,0.2293401,22,R
0.764235,-1.7378298,22,:
-1.9133074,0.41486448,22,E
0.8127092,0.11225304,22,V
0.9215595,1.5443627,22,(
0.7606933,-0.8765769,22,)
-0.3443057,0.4623381,22,Z
-0.2123515,-0.56334287,22,J
1.8301114,0.52242845,22,U
1.3664939,0.8249974,22,ï
1.4092861,0.32235137,22,ü
1.0236824,-1.027548,22,-
0.0,0.0,22,~
0.56487113,1.8414482,23, 
1.9396756,-0.017177926,23,e
1.2905889,-1.1155504,23,t
-1.9365366,0.4388156,23,o
-0.728928,0.8388936,23,a
0.7061289,-0.005606713,23,n
-0.9253908,-1.0787777,23,h
-0.78606457,1.7779655,23,i
1.0354037,-0.538471,23,s
-0.925731,-0.17040451,23,r
-0.037653454,-0.6556057,23,d
-0.38463014,-0.07410143,23,l
-1.0427549,1.2874112,23,u
-0.65476644,-0.62678957,23,m
0.53351104,-0.98141164,23,y
-0.31059736,-0.9244009,23,w
0.38214445,-0.146541,23,c
0.15779744,-0.19966969,23,f
0.83139944,-1.7993724,23,","
0.063535996,-0.41335037,23,g
-0.094090104,-1.9977856,23,.
-0.7857531,-0.30254745,23,p
-1.8511803,-0.6533858,23,b
-1.4373965,-0.9687142,23,v
-1.0093541,-0.64394945,23,k
1.5480303,1.1200207,23,I
0.8555927,0.33051282,23,’
0.4195643,1.4719993,23,“
0.6829138,-1.3443004,23,”
