dim_0,dim_1,epoch,character
-1.643723,-1.1393744,3,H
-0.45809826,-1.945803,3,?
-0.08982707,-1.967582,3,!
0.53133446,-0.5073096,3,x
0.9516757,-0.8144644,3,S
-0.62812924,0.054332312,3,M
-0.3249827,-0.96344703,3,W
0.5332964,0.31759965,3,B
0.10384378,0.21797828,3,F
-1.4070985,-0.23452076,3,j
0.55700755,1.649778,3,‐
-0.82038045,0.37024537,3,G
0.3082646,-1.0673999,3,Y
-0.9474419,-0.47796416,3,P
-1.9999973,-0.0032350712,3,q
0.74689704,1.763,3,—
0.70425516,-1.8322608,3,;
-0.3686928,-0.412778,3,K
0.0068600196,-0.7430876,3,D
-1.8357202,0.7374049,3,O
-1.0487485,-0.33998817,3,z
0.49706134,1.1400015,3,‘
0.86177313,-0.20267442,3,N
0.3174528,0.007913639,3,C
-0.21953353,-0.18499115,3,L
1.6876364,-0.42763042,3,_
-1.057277,0.13694458,3,R
-0.02314037,-1.580464,3,:
-1.865707,0.72051144,3,E
-0.28075096,0.37033102,3,V
0.5914127,1.3344711,3,(
0.84429735,-0.94285405,3,)
-0.45391184,0.112074666,3,Z
-0.25739658,0.32920745,3,J
-1.1839728,1.6118957,3,U
1.7460293,-0.6047658,3,ï
-0.33246017,1.2783636,3,ü
-0.84099984,-0.55522984,3,-
0.0,0.0,3,~
0.6995948,1.8477283,4, 
1.9815423,-0.2322118,4,e
1.1771343,-1.3494812,4,t
-1.8427274,0.65659505,4,o
-0.6126056,0.87278104,4,a
0.6087072,-0.061398387,4,n
-1.2143092,-1.0778911,4,h
-0.6493132,1.8394246,4,i
1.0004724,-0.67870575,4,s
-0.9746169,-0.096723154,4,r
-0.19701456,-0.6670546,4,d
-0.42040578,0.00072456745,4,l
-0.9034142,1.377157,4,u
-0.7613916,-0.58249414,4,m
0.4084336,-0.9911152,4,y
-0.50694454,-0.9517297,4,w
0.25106987,-0.23419397,4,c
0.07241912,-0.2629696,4,f
0.60409635,-1.8959748,4,","
-0.040193755,-0.51656735,4,g
-0.3553043,-1.9681866,4,.
-0.803151,-0.3099869,4,p
-1.8640085,-0.50316,4,b
-1.6175474,-0.85113186,4,v
-1.0993139,-0.5977907,4,k
1.6124645,0.90024656,4,I
0.9031493,0.10855669,4,’
0.53834534,1.3650323,4,“
0.54534054,-1.6356816,4,”
1.9599992,0.3979984,4,A
1.2604579,-1.5129477,4,T
-1.4339688,-1.2138028,4,H
-0.21385455,-1.977663,4,?
-0.37486377,-1.9558492,4,!
0.7057069,-0.622524,4,x
0.9419215,-0.8147993,4,S
-0.67941546,-0.084323585,4,M
-0.52033454,-1.0272167,4,W
0.56457496,0.25925916,4,B
0.104680136,0.23482513,4,F
-1.2617419,-0.39084807,4,j
0.5245325,1.7229193,4,‐
-0.94971275,0.32700738,4,G
0.25976485,-1.072414,4,Y
-0.86549395,-0.4521611,4,P
-1.9987141,-0.021148218,4,q
0.6715668,1.8802605,4,—
0.6724501,-1.7540394,4,;
-0.3052517,-0.42421627,4,K
-0.13831846,-0.5731157,4,D
-1.6280253,0.69485986,4,O
-0.999811,-0.4206423,4,z
0.5221633,1.3268338,4,‘
1.0568845,-0.014881724,4,N
0.32297534,0.07512962,4,C
-0.3506417,-0.11828395,4,L
1.672959,-0.56288624,4,_
-0.9723736,0.115420446,4,R
0.2150848,-1.5810778,4,:
-1.8453388,0.67132485,4,E
-0.32069522,0.47613493,4,V
0.7319684,1.7984315,4,(
0.57263446,-1.1136773,4,)
-0.48788762,-0.21008785,4,Z
0.36305237,0.14316192,4,J
-0.9905044,1.6344446,4,U
1.456058,-0.13439626,4,ï
-0.42044613,1.5127206,4,ü
-0.72302413,-0.39893898,4,-
0.0,0.0,4,~
0.6735222,1.8831804,5, 
1.9472375,-0.25749147,5,e
1.2069302,-1.3020538,5,t
-1.8833753,0.6354055,5,o
-0.6701821,0.8352172,5,a
0.6019806,-0.06847566,5,n
-1.1595435,-1.0615126,5,h
-0.6765666,1.8589834,5,i
0.92983127,-0.6933222,5,s
-1.0190486,-0.09003519,5,r
-0.16609892,-0.6592127,5,d
-0.36776963,-0.038204256,5,l
-0.9056716,1.2941842,5,u
-0.77527183,-0.6102118,5,m
0.41709167,-1.0069062,5,y
-0.50235593,-0.90950155,5,w
0.25680634,-0.17395644,5,c
0.12175802,-0.27051616,5,f
0.68764335,-1.8780699,5,","
-0.073898286,-0.436741,5,g
-0.3519946,-1.9394473,5,.
-0.7965202,-0.28455454,5,p
-1.8148577,-0.5168659,5,b
-1.5563846,-0.8399739,5,v
-1.11349,-0.6628754,5,k
1.5627402,0.9395988,5,I
0.8463017,0.1969931,5,’
0.38891235,1.3629428,5,“
0.6107013,-1.6780272,5,”
1.9620206,0.3879103,5,A
1.2359401,-1.5232829,5,T
-1.5153719,-1.2174977,5,H
-0.3227233,-1.888452,5,?
-0.2942069,-1.9782423,5,!
0.6192491,-0.60116225,5,x
0.86321527,-0.7683049,5,S
-0.76973623,-0.08197997,5,M
-0.46082187,-0.9479568,5,W
0.5234238,0.30538446,5,B
0.024435716,0.24967386,5,F
-1.3666052,-0.34185064,5,j
0.43066996,1.6935657,5,‐
-1.0426213,0.25606513,5,G
0.3532327,-0.9875811,5,Y
-0.89224166,-0.41379628,5,P
-1.9999582,-0.012915971,5,q
0.6531891,1.87312,5,—
0.37755033,-1.9298389,5,;
-0.27525818,-0.34622666,5,K
0.014229652,-0.6832826,5,D
-1.6870306,0.7068937,5,O
-1.1110113,-0.5057919,5,z
0.35550088,1.2909933,5,‘
0.74192697,-0.060460865,5,N
0.42126408,0.12474968,5,C
-0.20751181,0.0003153989,5,L
1.6425569,-0.6192675,5,_
-1.0518267,0.052038044,5,R
0.08116848,-1.6735978,5,:
-1.8703488,0.61869144,5,E
0.17861983,0.9116438,5,V
0.5373833,1.4454494,5,(
0.76340586,-1.1227676,5,)
-0.4174003,0.099240355,5,Z
0.46662122,0.15870966,5,J
-0.9568008,1.7124634,5,U
0.89447033,-0.12710963,5,ï
-0.4245609,1.3454119,5,ü
0.017016862,-1.2525761,5,-
0.0,0.0,5,~
0.67025745,1.8831867,6, 
1.9319851,-0.21709706,6,e
1.1614611,-1.3136758,6,t
-1.8638892,0.6069205,6,o
-0.6222096,0.8271438,6,a
0.5823287,-0.08199439,6,n
-1.141022,-1.0377649,6,h
-0.6803784,1.8594328,6,i
0.9604437,-0.692473,6,s
-0.97952455,-0.09191596,6,r
-0.14154844,-0.6991245,6,d
-0.36892992,-0.008625461,6,l
-0.9300072,1.2974609,6,u
-0.75749713,-0.5749968,6,m
0.42601585,-0.91517276,6,y
-0.43917906,-0.94453895,6,w
0.2656471,-0.1601911,6,c
0.120294295,-0.32749334,6,f
0.70752853,-1.8610253,6,","
-0.06269728,-0.46504566,6,g
-0.30610862,-1.8848971,6,.
-0.81429017,-0.2817696,6,p
-1.8007511,-0.57430446,6,b
-1.66494,-0.90407586,6,v
-1.1332606,-0.5679237,6,k
1.5675566,0.9745085,6,I
0.8884784,0.17528044,6,’
0.44007063,1.4413902,6,“
0.5710286,-1.6168157,6,”
1.9478123,0.43096122,6,A
1.1512609,-1.5720329,6,T
-1.3685973,-1.2378125,6,H
-0.21701545,-1.9881911,6,?
-0.043815337,-1.9995201,6,!
0.7474595,-0.5805761,6,x
0.99706566,-0.7431074,6,S
-0.76544833,0.09911431,6,M
-0.46016824,-0.92423016,6,W
0.5036189,0.3436614,6,B
0.12880696,0.26880428,6,F
-1.4069877,-0.3202606,6,j
0.4560842,1.81981,6,‐
-0.9793588,0.11903154,6,G
0.3883405,-1.0106429,6,Y
-0.8891317,-0.41752973,6,P
-1.9996763,-0.035969097,6,q
0.7202737,1.8230273,6,—
0.5567746,-1.9209377,6,;
-0.15446374,-0.2405902,6,K
-0.018902889,-0.65362734,6,D
-1.7728746,0.56268585,6,O
-1.1274599,-0.40889877,6,z
0.48169357,1.449774,6,‘
0.6495424,-0.0642159,6,N
0.32772213,-0.046180133,6,C
-0.24487801,0.06813444,6,L
1.353189,-0.5173593,6,_
-1.0179101,0.12723576,6,R
0.57804585,-1.5894215,6,:
-1.8353319,0.5827597,6,E
0.4470868,1.7747204,6,V
0.86161035,1.7894521,6,(
0.39661565,-1.0280827,6,)
-0.4439489,0.13708657,6,Z
-1.1437606,-0.5325454,6,J
-0.92203456,1.7103673,6,U
0.6979343,-0.117153145,6,ï
-0.54018545,1.1051967,6,ü
-0.014475272,-1.170465,6,-
0.0,0.0,6,~
0.6915712,1.8752831,7, 
1.9688941,-0.225113,7,e
1.1887171,-1.3035101,7,t
-1.8577682,0.53867126,7,o
-0.6576369,0.84698766,7,a
0.5917529,-0.05094875,7,n
-1.1161859,-1.0850756,7,h
-0.69407636,1.8206234,7,i
0.97979265,-0.66433966,7,s
-0.99823415,-0.12129448,7,r
-0.1407319,-0.66793,7,d
-0.38542575,-0.025841756,7,l
-0.95460504,1.2966211,7,u
-0.78798556,-0.6023125,7,m
0.41213474,-0.9747215,7,y
-0.43087068,-0.9395073,7,w
0.3148149,-0.19624263,7,c
0.12556957,-0.26834372,7,f
0.7585312,-1.8177683,7,","
-0.055959277,-0.49049297,7,g
-0.35086867,-1.9272102,7,.
-0.81244975,-0.34950617,7,p
-1.7721289,-0.6017624,7,b
-1.5972385,-0.8596293,7,v
-1.090508,-0.6610861,7,k
1.5378568,0.94374716,7,I
0.8186554,0.25497958,7,’
0.4766219,1.3474749,7,“
0.48272783,-1.6713622,7,”
1.833425,0.43989438,7,A
1.1956315,-1.4086951,7,T
-1.4480447,-1.2401645,7,H
-0.16194373,-1.9934326,7,?
-0.12992637,-1.8568281,7,!
0.8424987,-0.74903023,7,x
1.0208504,-0.7056379,7,S
-0.72755855,0.021627363,7,M
-0.5058123,-0.94614714,7,W
0.5553534,0.4021076,7,B
0.0537644,0.067152694,7,F
-1.364798,-0.24413875,7,j
0.40344858,1.7951058,7,‐
-0.9954953,0.18714108,7,G
0.36686978,-0.96258026,7,Y
-0.8240947,-0.3503425,7,P
-1.9998909,-0.020896126,7,q
0.77492297,1.8436152,7,—
0.781066,-1.8411778,7,;
-0.24706842,-0.22945648,7,K
-0.0037029402,-0.66205114,7,D
-1.7582463,0.59331405,7,O
-1.122982,-0.44712675,7,z
0.428661,1.5388834,7,‘
0.9542286,0.003931865,7,N
0.2849371,0.029998688,7,C
-0.33850542,0.2799323,7,L
1.5900452,-0.40166584,7,_
-1.0580149,0.05515373,7,R
0.23669891,-1.9795923,7,:
-1.6703666,0.9156938,7,E
0.15477829,1.9940019,7,V
0.86384094,1.6779603,7,(
0.45759696,-0.9022768,7,)
-0.36063018,0.012858648,7,Z
-1.3455225,-0.27970603,7,J
0.23141,1.431609,7,U
0.9496902,0.021742657,7,ï
-0.5349903,1.5661768,7,ü
-0.6245443,-1.0663868,7,-
0.0,0.0,7,~
0.63251424,1.879565,8, 
1.9317288,-0.18945648,8,e
1.2247981,-1.2879137,8,t
-1.8700303,0.5228235,8,o
-0.67876315,0.8331472,8,a
0.5799045,-0.040150557,8,n
-1.0692633,-1.0543989,8,h
-0.71593297,1.7853931,8,i
0.98356646,-0.62134016,8,s
-0.99363816,-0.12789507,8,r
-0.10649856,-0.6704159,8,d
-0.4297984,-0.028249323,8,l
-0.99030614,1.2441258,8,u
-0.7794957,-0.6469758,8,m
0.41912234,-0.93540925,8,y
-0.45076057,-0.9295295,8,w
0.24725886,-0.18503405,8,c
0.08145794,-0.2852837,8,f
0.77931434,-1.8239883,8,","
-0.06675045,-0.44550985,8,g
-0.30852532,-1.9760597,8,.
-0.7867888,-0.27435836,8,p
-1.8578044,-0.58729804,8,b
-1.536986,-0.8864689,8,v
-1.0637138,-0.5948941,8,k
1.6170018,0.9902151,8,I
0.84797454,0.2282087,8,’
0.47925994,1.3588332,8,“
0.44095916,-1.5427276,8,”
1.9450586,0.4655599,8,A
1.2068363,-1.5516127,8,T
-1.4302301,-1.2943385,8,H
-0.20000182,-1.9899746,8,?
-0.15168355,-1.781499,8,!
0.8669929,-0.73356086,8,x
0.9572623,-0.7411431,8,S
-0.7094129,-0.1167344,8,M
-0.43963867,-1.0182455,8,W
0.5325667,0.43155894,8,B
0.01096441,0.26642138,8,F
-1.3448195,-0.3013014,8,j
0.46342546,1.8332424,8,‐
-1.0530893,0.25235632,8,G
0.22472322,-0.9237911,8,Y
-0.9010626,-0.40600702,8,P
-1.991398,-0.1852928,8,q
0.4769644,1.6182011,8,—
0.7482194,-1.7455121,8,;
-0.20939122,-0.28232223,8,K
0.13200429,-0.7304975,8,D
-1.7084442,0.46986878,8,O
-0.82779026,-0.29636627,8,z
0.5559645,1.3914428,8,‘
0.7892811,0.014389513,8,N
0.34676763,0.14479369,8,C
-0.37722173,0.1747645,8,L
1.7762315,-0.3744492,8,_
-0.96736157,0.058727525,8,R
0.40852466,-1.658513,8,:
-1.8673152,0.66952306,8,E
0.92215747,0.62966406,8,V
0.82221586,1.7894772,8,(
1.0708131,-0.5893192,8,)
-0.3633452,0.06757668,8,Z
-0.79878026,-0.21390478,8,J
1.5140467,1.0975441,8,U
0.6062599,-0.06545049,8,ï
-0.54549354,1.6400169,8,ü
0.029676508,-1.7563349,8,-
0.0,0.0,8,~
0.6267722,1.8911065,9, 
1.9365528,-0.09501282,9,e
1.1827154,-1.2667651,9,t
-1.8699828,0.55411637,9,o
-0.66735494,0.7804603,9,a
0.60706174,-0.046872523,9,n
-1.054161,-1.0492687,9,h
-0.6886344,1.7943901,9,i
0.93397677,-0.6268511,9,s
-1.0351096,-0.17096244,9,r
-0.13354072,-0.6568906,9,d
-0.42274407,-0.04175923,9,l
-0.9930372,1.2589344,9,u
-0.76093453,-0.6250857,9,m
0.4292349,-0.9412095,9,y
-0.4131685,-0.9212661,9,w
0.26095486,-0.17558686,9,c
0.09765864,-0.25061086,9,f
0.79799384,-1.8156896,9,","
-0.056171894,-0.41531834,9,g
-0.2629333,-1.9826411,9,.
-0.812429,-0.32551596,9,p
-1.8611702,-0.5678009,9,b
-1.5823148,-0.8934749,9,v
-1.055741,-0.6559522,9,k
1.4704584,1.0375773,9,I
0.870606,0.21271488,9,’
0.47459134,1.382709,9,“
0.58466595,-1.3797268,9,”
1.9542164,0.4254859,9,A
1.2210294,-1.5109037,9,T
-1.4772257,-1.2758217,9,H
-0.21035849,-1.9883012,9,?
-0.10517095,-1.9457717,9,!
0.91966605,-0.70071614,9,x
0.94709057,-0.7276163,9,S
-0.70301557,-0.032956388,9,M
-0.37342778,-0.9281154,9,W
0.60384333,0.36296767,9,B
0.027082207,0.2847544,9,F
-1.4781708,-0.27901047,9,j
0.47189796,1.5945143,9,‐
-1.065781,0.23824053,9,G
0.38428214,-0.9719904,9,Y
-0.8191937,-0.36367816,9,P
-1.9839058,-0.17806347,9,q
0.90438014,1.7191303,9,—
0.9055764,-1.7825397,9,;
-0.28747103,-0.21501027,9,K
0.062329542,-0.7666041,9,D
-1.8046273,0.6732845,9,O
-0.9844734,-0.37344944,9,z
0.42366526,1.4148389,9,‘
0.9220903,-0.013497988,9,N
0.2188474,0.12628254,9,C
-0.33553278,0.20732217,9,L
1.3196455,0.04100521,9,_
-1.03519,0.022161385,9,R
0.24005151,-1.8327233,9,:
-1.7811035,0.8506228,9,E
1.2896191,0.107589714,9,V
0.5663518,1.5959332,9,(
0.6409167,-0.5652201,9,)
-0.40065467,-0.009172943,9,Z
-0.97366524,-0.4302552,9,J
1.8770478,-0.24311136,9,U
0.6820751,0.0078947935,9,ï
-0.6575023,1.4747001,9,ü
-0.35374403,-1.5811874,9,-
0.0,0.0,9,~
0.62316674,1.9004375,10, 
1.9424399,-0.10432369,10,e
1.1920679,-1.2287917,10,t
-1.8739535,0.55656475,10,o
-0.64910346,0.8109564,10,a
0.61564213,-0.046653457,10,n
-1.0727023,-1.0514367,10,h
-0.7649059,1.7539921,10,i
0.9793849,-0.59150195,10,s
-1.0031632,-0.13304156,10,r
-0.083913624,-0.64263755,10,d
-0.46092087,-0.010246437,10,l
-1.0353835,1.3086762,10,u
-0.7475064,-0.6042847,10,m
0.45631823,-0.9701503,10,y
-0.38296995,-0.94068503,10,w
0.26177546,-0.18444876,10,c
0.095861055,-0.2281232,10,f
0.74913013,-1.8505732,10,","
-0.1137604,-0.46591255,10,g
-0.31407756,-1.9751847,10,.
-0.8399435,-0.3028229,10,p
-1.8218685,-0.5696177,10,b
-1.516071,-0.9129749,10,v
-1.0896045,-0.57172066,10,k
1.4925252,1.0131811,10,I
0.9177212,0.29570603,10,’
0.49119833,1.3986391,10,“
0.5895797,-1.5564568,10,”
1.9133657,0.48400348,10,A
1.3046588,-1.362136,10,T
-1.5410135,-1.2748636,10,H
-0.18084392,-1.9918071,10,?
-0.057036664,-1.9991865,10,!
0.9844569,-0.62504816,10,x
0.93007624,-0.7532393,10,S
-0.6609674,-0.12077659,10,M
-0.3687728,-0.9531778,10,W
0.6041867,0.4070615,10,B
-0.040194273,0.08739659,10,F
-1.4391563,-0.36474416,10,j
0.32080624,1.681748,10,‐
-1.0515451,0.3010354,10,G
0.40995052,-0.9205419,10,Y
-0.8607782,-0.38854194,10,P
-1.864818,-0.12856892,10,q
0.8433496,1.7242299,10,—
0.82018644,-1.8127062,10,;
-0.23431651,-0.26996192,10,K
-0.08184765,-0.60210246,10,D
-1.8924649,0.47333193,10,O
-1.0517033,-0.3991642,10,z
0.4846047,1.484346,10,‘
0.94010544,-0.008287602,10,N
0.4418266,0.1443599,10,C
-0.46156648,0.27108,10,L
1.7678764,-0.3002924,10,_
-1.0512105,0.047248058,10,R
0.48312148,-1.8629218,10,:
-1.9182873,0.5658391,10,E
1.6610415,-0.32810935,10,V
0.7548543,1.847813,10,(
0.3180085,-0.87187195,10,)
-0.46564877,-0.015215167,10,Z
-1.4646804,-0.28427336,10,J
1.957926,0.38730264,10,U
0.8355322,-0.04239491,10,ï
-0.7134371,1.5687557,10,ü
-0.74956924,-1.6672088,10,-
0.0,0.0,10,~
0.5814751,1.8760595,11, 
1.9787014,-0.1367412,11,e
1.1572198,-1.1530848,11,t
-1.8536856,0.54323256,11,o
-0.66606027,0.8398222,11,a
0.62715524,-0.05058194,11,n
-1.0496314,-1.0327948,11,h
-0.72568196,1.8588763,11,i
0.95656615,-0.59830683,11,s
-1.0207077,-0.11069177,11,r
-0.09538678,-0.64437246,11,d
-0.34691247,0.0077462588,11,l
-1.0123376,1.3472047,11,u
-0.7111406,-0.59974086,11,m
0.47798112,-0.9405491,11,y
-0.43397596,-0.89963895,11,w
0.29645345,-0.18249914,11,c
0.1305845,-0.21849754,11,f
0.9031545,-1.7818233,11,","
-0.028710863,-0.41001254,11,g
-0.32897943,-1.9727333,11,.
-0.84571064,-0.3193375,11,p
-1.8498564,-0.6026179,11,b
-1.5500939,-0.8900727,11,v
-1.0709404,-0.61519665,11,k
1.5356534,0.9966477,11,I
0.84441113,0.28330544,11,’
0.4181168,1.4007486,11,“
0.58703613,-1.4196357,11,”
1.9334271,0.51094097,11,A
1.3797476,-1.2527255,11,T
-1.3504447,-1.3206125,11,H
-0.14370634,-1.9735686,11,?
-0.041080024,-1.9995778,11,!
1.0920092,-0.5896906,11,x
0.9827514,-0.6860345,11,S
-0.69258857,-0.009291591,11,M
-0.35542122,-0.9443679,11,W
0.6137206,0.3547261,11,B
-0.072376415,0.06426068,11,F
-1.5924705,-0.31273726,11,j
0.4922353,1.7129977,11,‐
-1.0777576,0.2888759,11,G
0.3431265,-0.9012251,11,Y
-0.9627616,-0.4805602,11,P
-1.960738,-0.30758232,11,q
0.5707543,1.8693215,11,—
0.954085,-1.7577604,11,;
-0.20470777,-0.27825728,11,K
